level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L2_3C24L,18,108,318.401,24,24,250.36807227134705,13,0,20,25.43972718217264,130.0,254.39727182172643
L2_3C24L,19,109,333.175,24,24,273.50217151641846,6,0,32,23.32608135335506,120.0,233.26081353355062
L2_3C24L,20,110,337.277,24,24,267.31818103790283,4,0,12,32.27272393950622,150.0,322.72723939506227
L2_3C24L,21,101,338.784,24,24,263.9634428024292,5,0,11,20.121835751567854,160.0,201.21835751567852
L2_3C24L,22,102,326.213,24,24,269.8987913131714,2,0,16,17.00401769918774,170.0,170.04017699187747
L2_3C24L,23,103,324.64,24,24,275.61157846450806,4,0,14,26.29474559891992,130.0,262.94745598919917
L2_3C24L,24,104,262.239,24,24,274.1410355567932,11,0,7,19.529876260215197,90.0,195.29876260215195
L2_3C24L,25,105,314.548,24,24,267.60119915008545,5,0,14,9.662644267185643,160.0,96.62644267185644
L2_3C24L,26,106,333.699,24,24,259.2453451156616,7,0,13,29.18215065868938,150.0,291.82150658689386
L2_3C24L,27,107,379.557,24,24,238.57712697982788,13,0,31,14.742910363620489,160.0,147.4291036362049
L2_3C24L,28,108,321.807,24,24,265.1859784126282,4,0,7,27.713388769337985,160.0,277.1338876933798
L2_3C24L,29,109,400.07,24,24,261.3471722602844,2,0,36,22.176068322418036,180.0,221.76068322418035
L2_3C24L,30,110,343.885,24,24,277.81805658340454,3,0,19,15.606463340915687,140.0,156.0646334091569
L2_3C24L,31,101,308.689,24,24,254.38258934020996,8,0,9,27.0580092570067,160.0,270.580092570067
L2_3C24L,32,102,282.686,24,24,253.2445740699768,6,0,7,22.518075993741814,180.0,225.18075993741812
L2_3C24L,33,103,352.539,24,24,243.11812782287598,11,0,10,29.60622874686014,160.0,296.0622874686014
L2_3C24L,34,104,416.131,24,24,287.2507748603821,3,0,15,19.16407400306738,110.0,191.6407400306738
L2_3C24L,35,105,282.506,24,24,276.8718276023865,7,0,13,12.093883520367687,120.0,120.93883520367686
L2_3C24L,36,106,312.479,24,24,261.98641300201416,5,0,8,26.711940632701197,160.0,267.119406327012
L2_3C24L,37,107,285.368,24,24,247.9483766555786,12,0,4,13.505387308671802,160.0,135.053873086718
L2_3C24L,38,108,302.161,24,24,247.03940057754517,11,0,12,18.201997218230613,160.0,182.01997218230613
L2_3C24L,39,109,348.736,24,24,259.94393599033356,7,0,14,21.85353717214356,150.0,218.53537172143564
L2_3C24L,40,110,304.786,24,24,274.5521960258484,5,0,14,11.49268717540171,140.0,114.92687175401707
L2_3C24L,41,101,309.287,24,24,295.31139183044434,2,0,11,20.62869735070865,100.0,206.28697350708646
L2_3C24L,42,102,315.148,24,24,249.9671187400818,7,0,9,28.44289500304063,170.0,284.42895003040627
L2_3C24L,43,103,308.894,24,24,257.8883476257324,8,0,9,25.372147895838825,150.0,253.72147895838827
L2_3C24L,44,104,334.518,24,24,262.3337435722351,6,0,17,15.554178874997504,160.0,155.5417887499751
L2_3C24L,45,105,318.935,24,24,273.2821545600891,8,0,16,12.392793584517884,120.0,123.92793584517884
L2_3C24L,46,106,357.517,24,24,266.5572328567505,7,0,16,26.47588968342233,130.0,264.7588968342233
L2_3C24L,47,107,326.533,24,24,257.93248319625854,10,0,11,16.89172096405183,140.0,168.9172096405183
L2_3C24L,48,108,276.457,24,24,262.9218416213989,6,0,8,20.260526237096705,160.0,202.60526237096704
L2_3C24L,49,109,384.309,24,24,266.3623380661011,7,0,19,27.125509044049835,130.0,271.2550904404983
L2_3C24L,50,110,255.535,24,24,271.4043769836426,9,0,3,18.652054797056678,120.0,186.52054797056678
L2_3C24L,51,101,332.243,24,24,298.88483333587646,1,0,12,18.71722710283929,100.0,187.1722710283929
L2_3C24L,52,102,289.427,24,24,254.28105211257935,10,0,5,20.729824291899124,150.0,207.29824291899124
L2_3C24L,53,103,290.63,24,24,246.0687837600708,9,0,3,33.10403489012808,170.0,331.04034890128077
L2_3C24L,54,104,318.991,24,24,269.411066532135,10,0,11,18.629776248179343,110.0,186.29776248179343
L2_3C24L,55,105,313.38,24,24,283.9508318901062,6,0,13,10.163881280515177,110.0,101.63881280515179
L2_3C24L,56,106,319.73,24,24,271.8084030151367,6,0,21,18.971981815224584,130.0,189.7198181522458
L2_3C24L,57,107,379.65,24,24,259.44171142578125,10,0,21,20.194254319614437,130.0,201.94254319614438
L2_3C24L,58,108,431.628,24,24,248.95413064956665,8,0,21,30.152893933491427,160.0,301.5289393349143
L2_3C24L,59,109,389.627,24,24,259.3152346611023,8,0,15,27.28251692429636,140.0,272.8251692429636
